Record ID,Task,Position,Item,Response
69fbca50d66b452e6ded16ef,4,2,3,0
69fbca50d66b452e6ded16ef,4,3,1,-1
69fbca50d66b452e6ded16ef,4,4,2,0
69fbca50d66b452e6ded16ef,5,1,6,0
69fbca50d66b452e6ded16ef,5,2,8,1
69fbca50d66b452e6ded16ef,5,3,3,-1
69fbca50d66b452e6ded16ef,5,4,4,0
69fbca50d66b452e6ded16ef,6,1,2,-1
69fbca50d66b452e6ded16ef,6,2,10,0
69fbca50d66b452e6ded16ef,6,3,6,0
69fbca50d66b452e6ded16ef,6,4,7,1
69fbca50d66b452e6ded16ef,7,1,4,0
69fbca50d66b452e6ded16ef,7,2,9,1
69fbca50d66b452e6ded16ef,7,3,10,0
69fbca50d66b452e6ded16ef,7,4,5,-1
69fbca50d66b452e6ded16ef,8,1,1,-1
69fbca50d66b452e6ded16ef,8,2,4,0
69fbca50d66b452e6ded16ef,8,3,2,0
69fbca50d66b452e6ded16ef,8,4,8,1
69fbca50d66b452e6ded16ef,9,1,8,1
69fbca50d66b452e6ded16ef,9,2,11,0
69fbca50d66b452e6ded16ef,10,1,9,1
69fbca50d66b452e6ded16ef,10,2,11,0
69fbca50d66b452e6ded16ef,11,1,6,1
69fbca50d66b452e6ded16ef,11,2,11,0
69fbca50d66b452e6ded16ef,12,1,4,0
69fbca50d66b452e6ded16ef,12,2,11,1
69fbca50d66b452e6ded16ef,13,1,10,0
69fbca50d66b452e6ded16ef,13,2,11,1
69fbca50d66b452e6ded16ef,14,1,5,0
69fbca50d66b452e6ded16ef,14,2,11,1
69fbca50d66b452e6ded16ef,15,1,1,0
69fbca50d66b452e6ded16ef,15,2,11,1
69fc0df9dd0f7286aa779b3f,1,1,1,-1
69fc0df9dd0f7286aa779b3f,1,2,10,0
69fc0df9dd0f7286aa779b3f,1,3,2,0
69fc0df9dd0f7286aa779b3f,1,4,7,1
69fc0df9dd0f7286aa779b3f,2,1,6,0
69fc0df9dd0f7286aa779b3f,2,2,4,0
69fc0df9dd0f7286aa779b3f,2,3,3,1
69fc0df9dd0f7286aa779b3f,2,4,5,-1
69fc0df9dd0f7286aa779b3f,3,1,9,0
69fc0df9dd0f7286aa779b3f,3,2,2,-1
69fc0df9dd0f7286aa779b3f,3,3,8,1
69fc0df9dd0f7286aa779b3f,3,4,4,0
69fc0df9dd0f7286aa779b3f,4,1,8,0
69fc0df9dd0f7286aa779b3f,4,2,1,1
69fc0df9dd0f7286aa779b3f,4,3,6,-1
69fc0df9dd0f7286aa779b3f,4,4,10,0
69fc0df9dd0f7286aa779b3f,5,1,10,-1
69fc0df9dd0f7286aa779b3f,5,2,9,0
69fc0df9dd0f7286aa779b3f,5,3,7,0
69fc0df9dd0f7286aa779b3f,5,4,5,1
69fc0df9dd0f7286aa779b3f,6,1,7,0
69fc0df9dd0f7286aa779b3f,6,2,3,1
69fc0df9dd0f7286aa779b3f,6,3,4,0
69fc0df9dd0f7286aa779b3f,6,4,8,-1
69fc0df9dd0f7286aa779b3f,7,1,3,-1
69fc0df9dd0f7286aa779b3f,7,2,6,0
69fc0df9dd0f7286aa779b3f,7,3,1,1
69fc0df9dd0f7286aa779b3f,7,4,9,0
69fc0df9dd0f7286aa779b3f,8,1,2,0
69fc0df9dd0f7286aa779b3f,8,2,8,0
69fc0df9dd0f7286aa779b3f,8,3,5,1
69fc0df9dd0f7286aa779b3f,8,4,3,-1
69fc0df9dd0f7286aa779b3f,9,1,7,1
69fc0df9dd0f7286aa779b3f,9,2,11,0
69fc0df9dd0f7286aa779b3f,10,1,5,1
69fc0df9dd0f7286aa779b3f,10,2,11,0
69fc0df9dd0f7286aa779b3f,11,1,1,1
69fc0df9dd0f7286aa779b3f,11,2,11,0
69fc0df9dd0f7286aa779b3f,12,1,3,1
69fc0df9dd0f7286aa779b3f,12,2,11,0
69fc0df9dd0f7286aa779b3f,13,1,8,1
69fc0df9dd0f7286aa779b3f,13,2,11,0
69fc0df9dd0f7286aa779b3f,14,1,10,1
69fc0df9dd0f7286aa779b3f,14,2,11,0
69fc0df9dd0f7286aa779b3f,15,1,2,1
69fc0df9dd0f7286aa779b3f,15,2,11,0
69fc1cab7f4b2481af922dff,1,1,9,1
69fc1cab7f4b2481af922dff,1,2,1,-1
69fc1cab7f4b2481af922dff,1,3,2,0
69fc1cab7f4b2481af922dff,1,4,10,0
69fc1cab7f4b2481af922dff,2,1,4,1
69fc1cab7f4b2481af922dff,2,2,3,0
69fc1cab7f4b2481af922dff,2,3,7,0
69fc1cab7f4b2481af922dff,2,4,5,-1
69fc1cab7f4b2481af922dff,3,1,6,1
69fc1cab7f4b2481af922dff,3,2,7,-1
69fc1cab7f4b2481af922dff,3,3,10,0
69fc1cab7f4b2481af922dff,3,4,9,0
69fc1cab7f4b2481af922dff,4,1,2,0
69fc1cab7f4b2481af922dff,4,2,8,-1
69fc1cab7f4b2481af922dff,4,3,4,0
69fc1cab7f4b2481af922dff,4,4,10,1
69fc1cab7f4b2481af922dff,5,1,8,-1
69fc1cab7f4b2481af922dff,5,2,6,1
69fc1cab7f4b2481af922dff,5,3,5,0
69fc1cab7f4b2481af922dff,5,4,1,0
69fc1cab7f4b2481af922dff,6,1,7,-1
69fc1cab7f4b2481af922dff,6,2,2,1
69fc1cab7f4b2481af922dff,6,3,3,0
69fc1cab7f4b2481af922dff,6,4,6,0
69fc1cab7f4b2481af922dff,7,1,3,0
69fc1cab7f4b2481af922dff,7,2,9,0
69fc1cab7f4b2481af922dff,7,3,1,-1
69fc1cab7f4b2481af922dff,7,4,4,1
69fc1cab7f4b2481af922dff,8,1,10,1
69fc1cab7f4b2481af922dff,8,2,5,0
69fc1cab7f4b2481af922dff,8,3,8,-1
69fc1cab7f4b2481af922dff,8,4,3,0
69fc1cab7f4b2481af922dff,9,1,4,1
69fc1cab7f4b2481af922dff,9,2,11,0
69fc1cab7f4b2481af922dff,10,1,10,1
69fc1cab7f4b2481af922dff,10,2,11,0
69fc1cab7f4b2481af922dff,11,1,2,1
69fc1cab7f4b2481af922dff,11,2,11,0
69fc1cab7f4b2481af922dff,12,1,3,0
69fc1cab7f4b2481af922dff,12,2,11,1
69fc1cab7f4b2481af922dff,13,1,7,1
69fc1cab7f4b2481af922dff,13,2,11,0
69fc1cab7f4b2481af922dff,14,1,1,0
69fc1cab7f4b2481af922dff,14,2,11,1
69fc1cab7f4b2481af922dff,15,1,8,1
69fc1cab7f4b2481af922dff,15,2,11,0
69fc2293a311d9d2bff7b633,1,1,6,-1
69fc2293a311d9d2bff7b633,1,2,3,0
69fc2293a311d9d2bff7b633,1,3,1,1
69fc2293a311d9d2bff7b633,1,4,10,0
69fc2293a311d9d2bff7b633,2,1,7,0
69fc2293a311d9d2bff7b633,2,2,8,1
69fc2293a311d9d2bff7b633,2,3,9,0
69fc2293a311d9d2bff7b633,2,4,5,-1
69fc2293a311d9d2bff7b633,3,1,1,0
69fc2293a311d9d2bff7b633,3,2,2,1
69fc2293a311d9d2bff7b633,3,3,8,0
69fc2293a311d9d2bff7b633,3,4,4,-1
69fc2293a311d9d2bff7b633,4,1,2,1
69fc2293a311d9d2bff7b633,4,2,5,0
69fc2293a311d9d2bff7b633,4,3,3,0
69fc2293a311d9d2bff7b633,4,4,6,-1
69fc2293a311d9d2bff7b633,5,1,4,-1
69fc2293a311d9d2bff7b633,5,2,9,1
69fc2293a311d9d2bff7b633,5,3,6,0
69fc2293a311d9d2bff7b633,5,4,10,0
69fc2293a311d9d2bff7b633,6,1,10,0
69fc2293a311d9d2bff7b633,6,2,7,-1
69fc2293a311d9d2bff7b633,6,3,2,1
69fc2293a311d9d2bff7b633,6,4,8,0
69fc2293a311d9d2bff7b633,7,1,3,0
69fc2293a311d9d2bff7b633,7,2,4,-1
69fc2293a311d9d2bff7b633,7,3,7,0
69fc2293a311d9d2bff7b633,7,4,1,1
69fc2293a311d9d2bff7b633,8,1,9,1
69fc2293a311d9d2bff7b633,8,2,1,0
69fc2293a311d9d2bff7b633,8,3,5,-1
69fc2293a311d9d2bff7b633,8,4,2,0
69fc2293a311d9d2bff7b633,9,1,2,1
69fc2293a311d9d2bff7b633,9,2,11,0
69fc2293a311d9d2bff7b633,10,1,1,1
69fc2293a311d9d2bff7b633,10,2,11,0
69fc2293a311d9d2bff7b633,11,1,10,0
69fc2293a311d9d2bff7b633,11,2,11,1
69fc2293a311d9d2bff7b633,12,1,3,0
69fc2293a311d9d2bff7b633,12,2,11,1
69fc2293a311d9d2bff7b633,13,1,7,1
69fc2293a311d9d2bff7b633,13,2,11,0
69fc2293a311d9d2bff7b633,14,1,5,1
69fc2293a311d9d2bff7b633,14,2,11,0
69fc2293a311d9d2bff7b633,15,1,4,0
69fc2293a311d9d2bff7b633,15,2,11,1
69fc3df9a311d9d2bff7bd7e,1,1,3,0
69fc3df9a311d9d2bff7bd7e,1,2,6,-1
69fc3df9a311d9d2bff7bd7e,1,3,2,1
69fc3df9a311d9d2bff7bd7e,1,4,10,0
69fc3df9a311d9d2bff7bd7e,2,1,5,-1
69fc3df9a311d9d2bff7bd7e,2,2,1,0
69fc3df9a311d9d2bff7bd7e,2,3,7,1
69fc3df9a311d9d2bff7bd7e,2,4,2,0
69fc3df9a311d9d2bff7bd7e,3,1,9,1
69fc3df9a311d9d2bff7bd7e,3,2,7,0
69fc3df9a311d9d2bff7bd7e,3,3,3,-1
69fc3df9a311d9d2bff7bd7e,3,4,8,0
69fc3df9a311d9d2bff7bd7e,4,1,10,0
69fc3df9a311d9d2bff7bd7e,4,2,9,1
69fc3df9a311d9d2bff7bd7e,4,3,4,-1
69fc3df9a311d9d2bff7bd7e,4,4,5,0
69fc3df9a311d9d2bff7bd7e,5,1,4,0
69fc3df9a311d9d2bff7bd7e,5,2,2,0
69fc3df9a311d9d2bff7bd7e,5,3,8,1
69fc3df9a311d9d2bff7bd7e,5,4,6,-1
69fc3df9a311d9d2bff7bd7e,6,1,7,1
69fc3df9a311d9d2bff7bd7e,6,2,3,0
69fc3df9a311d9d2bff7bd7e,6,3,1,0
69fc3df9a311d9d2bff7bd7e,6,4,4,-1
69fc3df9a311d9d2bff7bd7e,7,1,8,1
69fc3df9a311d9d2bff7bd7e,7,2,5,-1
69fc3df9a311d9d2bff7bd7e,7,3,10,0
69fc3df9a311d9d2bff7bd7e,7,4,1,0
69fc3df9a311d9d2bff7bd7e,8,1,6,-1
69fc3df9a311d9d2bff7bd7e,8,2,10,0
69fc3df9a311d9d2bff7bd7e,8,3,9,1
69fc3df9a311d9d2bff7bd7e,8,4,7,0
69fc3df9a311d9d2bff7bd7e,9,1,9,1
69fc3df9a311d9d2bff7bd7e,9,2,11,0
69fc3df9a311d9d2bff7bd7e,10,1,2,1
69fc3df9a311d9d2bff7bd7e,10,2,11,0
69fc3df9a311d9d2bff7bd7e,11,1,1,1
69fc3df9a311d9d2bff7bd7e,11,2,11,0
69fc3df9a311d9d2bff7bd7e,12,1,10,1
69fc3df9a311d9d2bff7bd7e,12,2,11,0
69fc3df9a311d9d2bff7bd7e,13,1,3,0
69fc3df9a311d9d2bff7bd7e,13,2,11,1
69fc3df9a311d9d2bff7bd7e,14,1,5,0
69fc3df9a311d9d2bff7bd7e,14,2,11,1
69fc3df9a311d9d2bff7bd7e,15,1,6,0
69fc3df9a311d9d2bff7bd7e,15,2,11,1
69fce7787f4b2481af92e934,1,1,6,-1
69fce7787f4b2481af92e934,1,2,3,0
69fce7787f4b2481af92e934,1,3,9,1
69fce7787f4b2481af92e934,1,4,4,0
69fce7787f4b2481af92e934,2,1,8,0
69fce7787f4b2481af92e934,2,2,5,1
69fce7787f4b2481af92e934,2,3,7,-1
69fce7787f4b2481af92e934,2,4,2,0
69fce7787f4b2481af92e934,3,1,1,0
69fce7787f4b2481af92e934,3,2,9,1
69fce7787f4b2481af92e934,3,3,10,0
69fce7787f4b2481af92e934,3,4,8,-1
69fce7787f4b2481af92e934,4,1,10,0
69fce7787f4b2481af92e934,4,2,2,0
69fce7787f4b2481af92e934,4,3,6,-1
69fce7787f4b2481af92e934,4,4,3,1
69fce7787f4b2481af92e934,5,1,7,-1
69fce7787f4b2481af92e934,5,2,4,1
69fce7787f4b2481af92e934,5,3,8,0
69fce7787f4b2481af92e934,5,4,3,0
69fce7787f4b2481af92e934,6,1,9,0
69fce7787f4b2481af92e934,6,2,7,-1
69fce7787f4b2481af92e934,6,3,5,1
69fce7787f4b2481af92e934,6,4,10,0
69fce7787f4b2481af92e934,7,1,2,0
69fce7787f4b2481af92e934,7,2,1,-1
69fce7787f4b2481af92e934,7,3,3,0
69fce7787f4b2481af92e934,7,4,5,1
69fce7787f4b2481af92e934,8,1,4,1
69fce7787f4b2481af92e934,8,2,6,0
69fce7787f4b2481af92e934,8,3,1,0
69fce7787f4b2481af92e934,8,4,7,-1
69fce7787f4b2481af92e934,9,1,5,1
69fce7787f4b2481af92e934,9,2,11,0
69fce7787f4b2481af92e934,10,1,4,1
69fce7787f4b2481af92e934,10,2,11,0
69fce7787f4b2481af92e934,11,1,3,1
69fce7787f4b2481af92e934,11,2,11,0
69fce7787f4b2481af92e934,12,1,2,1
69fce7787f4b2481af92e934,12,2,11,0
69fce7787f4b2481af92e934,13,1,10,0
69fce7787f4b2481af92e934,13,2,11,1
69fce7787f4b2481af92e934,14,1,1,1
69fce7787f4b2481af92e934,14,2,11,0
69fce7787f4b2481af92e934,15,1,7,1
69fce7787f4b2481af92e934,15,2,11,0
69fcebd67f4b2481af92fab5,1,1,10,0
69fcebd67f4b2481af92fab5,1,2,4,-1
69fcebd67f4b2481af92fab5,1,3,9,1
69fcebd67f4b2481af92fab5,1,4,6,0
69fcebd67f4b2481af92fab5,2,1,9,1
69fcebd67f4b2481af92fab5,2,2,1,0
69fcebd67f4b2481af92fab5,2,3,3,-1
69fcebd67f4b2481af92fab5,2,4,2,0
69fcebd67f4b2481af92fab5,3,1,5,1
69fcebd67f4b2481af92fab5,3,2,7,0
69fcebd67f4b2481af92fab5,3,3,4,-1
69fcebd67f4b2481af92fab5,3,4,1,0
69fcebd67f4b2481af92fab5,4,1,3,-1
69fcebd67f4b2481af92fab5,4,2,6,0
69fcebd67f4b2481af92fab5,4,3,8,1
69fcebd67f4b2481af92fab5,4,4,5,0
69fcebd67f4b2481af92fab5,5,1,8,0
69fcebd67f4b2481af92fab5,5,2,9,1
69fcebd67f4b2481af92fab5,5,3,1,-1
69fcebd67f4b2481af92fab5,5,4,10,0
69fcebd67f4b2481af92fab5,6,1,2,-1
69fcebd67f4b2481af92fab5,6,2,8,0
69fcebd67f4b2481af92fab5,6,3,4,0
69fcebd67f4b2481af92fab5,6,4,7,1
69fcebd67f4b2481af92fab5,7,1,6,0
69fcebd67f4b2481af92fab5,7,2,7,1
69fcebd67f4b2481af92fab5,7,3,10,0
69fcebd67f4b2481af92fab5,7,4,3,-1
69fcebd67f4b2481af92fab5,8,1,7,0
69fcebd67f4b2481af92fab5,8,2,2,-1
69fcebd67f4b2481af92fab5,8,3,5,0
69fcebd67f4b2481af92fab5,8,4,9,1
69fcebd67f4b2481af92fab5,9,1,9,1
69fcebd67f4b2481af92fab5,9,2,11,0
69fcebd67f4b2481af92fab5,10,1,5,1
69fcebd67f4b2481af92fab5,10,2,11,0
69fcebd67f4b2481af92fab5,11,1,10,1
69fcebd67f4b2481af92fab5,11,2,11,0
69fcebd67f4b2481af92fab5,12,1,6,1
69fcebd67f4b2481af92fab5,12,2,11,0
69fcebd67f4b2481af92fab5,13,1,1,1
69fcebd67f4b2481af92fab5,13,2,11,0
69fcebd67f4b2481af92fab5,14,1,4,1
69fcebd67f4b2481af92fab5,14,2,11,0
69fcebd67f4b2481af92fab5,15,1,3,1
69fcebd67f4b2481af92fab5,15,2,11,0
69fd06097f4b2481af934868,1,1,7,1
69fd06097f4b2481af934868,1,2,8,0
69fd06097f4b2481af934868,1,3,1,0
69fd06097f4b2481af934868,1,4,5,-1
69fd06097f4b2481af934868,2,1,9,1
69fd06097f4b2481af934868,2,2,10,-1
69fd06097f4b2481af934868,2,3,2,0
69fd06097f4b2481af934868,2,4,6,0
69fd06097f4b2481af934868,3,1,3,0
69fd06097f4b2481af934868,3,2,4,1
69fd06097f4b2481af934868,3,3,5,-1
69fd06097f4b2481af934868,3,4,9,0
69fd06097f4b2481af934868,4,1,1,-1
69fd06097f4b2481af934868,4,2,7,1
69fd06097f4b2481af934868,4,3,10,0
69fd06097f4b2481af934868,4,4,3,0
69fd06097f4b2481af934868,5,1,2,0
69fd06097f4b2481af934868,5,2,1,-1
69fd06097f4b2481af934868,5,3,8,0
69fd06097f4b2481af934868,5,4,4,1
69fd06097f4b2481af934868,6,1,5,-1
69fd06097f4b2481af934868,6,2,2,0
69fd06097f4b2481af934868,6,3,6,0
69fd06097f4b2481af934868,6,4,7,1
69fd06097f4b2481af934868,7,1,6,-1
69fd06097f4b2481af934868,7,2,9,1
69fd06097f4b2481af934868,7,3,3,0
69fd06097f4b2481af934868,7,4,8,0
69fd06097f4b2481af934868,8,1,10,-1
69fd06097f4b2481af934868,8,2,6,0
69fd06097f4b2481af934868,8,3,4,1
69fd06097f4b2481af934868,8,4,1,0
69fd06097f4b2481af934868,9,1,4,1
69fd06097f4b2481af934868,9,2,11,0
69fd06097f4b2481af934868,10,1,9,1
69fd06097f4b2481af934868,10,2,11,0
69fd06097f4b2481af934868,11,1,8,1
69fd06097f4b2481af934868,11,2,11,0
69fd06097f4b2481af934868,12,1,2,1
69fd06097f4b2481af934868,12,2,11,0
69fd06097f4b2481af934868,13,1,6,0
69fd06097f4b2481af934868,13,2,11,1
69fd06097f4b2481af934868,14,1,1,0
69fd06097f4b2481af934868,14,2,11,1
69fd06097f4b2481af934868,15,1,5,1
69fd06097f4b2481af934868,15,2,11,0
69fd2ec4dd0f7286aa793cff,1,1,5,-1
69fd2ec4dd0f7286aa793cff,1,2,4,0
69fd2ec4dd0f7286aa793cff,1,3,8,1
69fd2ec4dd0f7286aa793cff,1,4,2,0
69fd2ec4dd0f7286aa793cff,2,1,6,0
69fd2ec4dd0f7286aa793cff,2,2,7,1
69fd2ec4dd0f7286aa793cff,2,3,10,-1
69fd2ec4dd0f7286aa793cff,2,4,9,0
69fd2ec4dd0f7286aa793cff,3,1,10,0
69fd2ec4dd0f7286aa793cff,3,2,5,-1
69fd2ec4dd0f7286aa793cff,3,3,3,0
69fd2ec4dd0f7286aa793cff,3,4,4,1
69fd2ec4dd0f7286aa793cff,4,1,1,1
69fd2ec4dd0f7286aa793cff,4,2,6,0
69fd2ec4dd0f7286aa793cff,4,3,4,-1
69fd2ec4dd0f7286aa793cff,4,4,8,0
69fd2ec4dd0f7286aa793cff,5,1,2,1
69fd2ec4dd0f7286aa793cff,5,2,1,0
69fd2ec4dd0f7286aa793cff,5,3,9,-1
69fd2ec4dd0f7286aa793cff,5,4,3,0
69fd2ec4dd0f7286aa793cff,6,1,3,-1
69fd2ec4dd0f7286aa793cff,6,2,10,0
69fd2ec4dd0f7286aa793cff,6,3,8,1
69fd2ec4dd0f7286aa793cff,6,4,7,0
69fd2ec4dd0f7286aa793cff,7,1,7,1
69fd2ec4dd0f7286aa793cff,7,2,2,0
69fd2ec4dd0f7286aa793cff,7,3,5,-1
69fd2ec4dd0f7286aa793cff,7,4,6,0
69fd2ec4dd0f7286aa793cff,8,1,4,0
69fd2ec4dd0f7286aa793cff,8,2,9,-1
69fd2ec4dd0f7286aa793cff,8,3,7,1
69fd2ec4dd0f7286aa793cff,8,4,1,0
69fd2ec4dd0f7286aa793cff,9,1,7,1
69fd2ec4dd0f7286aa793cff,9,2,11,0
69fd2ec4dd0f7286aa793cff,10,1,1,1
69fd2ec4dd0f7286aa793cff,10,2,11,0
69fd2ec4dd0f7286aa793cff,11,1,2,1
69fd2ec4dd0f7286aa793cff,11,2,11,0
69fd2ec4dd0f7286aa793cff,12,1,6,1
69fd2ec4dd0f7286aa793cff,12,2,11,0
69fd2ec4dd0f7286aa793cff,13,1,4,1
69fd2ec4dd0f7286aa793cff,13,2,11,0
69fd2ec4dd0f7286aa793cff,14,1,3,1
69fd2ec4dd0f7286aa793cff,14,2,11,0
69fd2ec4dd0f7286aa793cff,15,1,5,1
69fd2ec4dd0f7286aa793cff,15,2,11,0
69fd596aa311d9d2bff98d4c,1,1,9,1
69fd596aa311d9d2bff98d4c,1,2,8,0
69fd596aa311d9d2bff98d4c,1,3,6,0
69fd596aa311d9d2bff98d4c,1,4,1,-1
69fd596aa311d9d2bff98d4c,2,1,5,0
69fd596aa311d9d2bff98d4c,2,2,2,-1
69fd596aa311d9d2bff98d4c,2,3,10,0
69fd596aa311d9d2bff98d4c,2,4,4,1
69fd596aa311d9d2bff98d4c,3,1,4,1
69fd596aa311d9d2bff98d4c,3,2,3,0
69fd596aa311d9d2bff98d4c,3,3,9,0
69fd596aa311d9d2bff98d4c,3,4,7,-1
69fd596aa311d9d2bff98d4c,4,1,1,-1
69fd596aa311d9d2bff98d4c,4,2,7,0
69fd596aa311d9d2bff98d4c,4,3,8,1
69fd596aa311d9d2bff98d4c,4,4,2,0
69fd596aa311d9d2bff98d4c,5,1,7,-1
69fd596aa311d9d2bff98d4c,5,2,5,0
69fd596aa311d9d2bff98d4c,5,3,3,0
69fd596aa311d9d2bff98d4c,5,4,6,1
69fd596aa311d9d2bff98d4c,6,1,6,-1
69fd596aa311d9d2bff98d4c,6,2,10,0
69fd596aa311d9d2bff98d4c,6,3,4,0
69fd596aa311d9d2bff98d4c,6,4,8,1
69fd596aa311d9d2bff98d4c,7,1,10,0
69fd596aa311d9d2bff98d4c,7,2,9,1
69fd596aa311d9d2bff98d4c,7,3,2,-1
69fd596aa311d9d2bff98d4c,7,4,3,0
69fd596aa311d9d2bff98d4c,8,1,3,0
69fd596aa311d9d2bff98d4c,8,2,1,-1
69fd596aa311d9d2bff98d4c,8,3,5,0
69fd596aa311d9d2bff98d4c,8,4,8,1
69fd596aa311d9d2bff98d4c,9,1,4,1
69fd596aa311d9d2bff98d4c,9,2,11,0
69fd596aa311d9d2bff98d4c,10,1,10,1
69fd596aa311d9d2bff98d4c,10,2,11,0
69fd596aa311d9d2bff98d4c,11,1,6,0
69fd596aa311d9d2bff98d4c,11,2,11,1
69fd596aa311d9d2bff98d4c,12,1,3,0
69fd596aa311d9d2bff98d4c,12,2,11,1
69fd596aa311d9d2bff98d4c,13,1,5,1
69fd596aa311d9d2bff98d4c,13,2,11,0
69fd596aa311d9d2bff98d4c,14,1,2,1
69fd596aa311d9d2bff98d4c,14,2,11,0
69fd596aa311d9d2bff98d4c,15,1,1,1
69fd596aa311d9d2bff98d4c,15,2,11,0
69fd6c5fa311d9d2bff9a7e8,1,1,7,-1
69fd6c5fa311d9d2bff9a7e8,1,2,5,0
69fd6c5fa311d9d2bff9a7e8,1,3,2,0
69fd6c5fa311d9d2bff9a7e8,1,4,9,1
69fd6c5fa311d9d2bff9a7e8,2,1,10,0
69fd6c5fa311d9d2bff9a7e8,2,2,4,0
69fd6c5fa311d9d2bff9a7e8,2,3,1,-1
69fd6c5fa311d9d2bff9a7e8,2,4,8,1
69fd6c5fa311d9d2bff9a7e8,3,1,3,0
69fd6c5fa311d9d2bff9a7e8,3,2,7,1
69fd6c5fa311d9d2bff9a7e8,3,3,6,-1
69fd6c5fa311d9d2bff9a7e8,3,4,10,0
69fd6c5fa311d9d2bff9a7e8,4,1,8,1
69fd6c5fa311d9d2bff9a7e8,4,2,9,0
69fd6c5fa311d9d2bff9a7e8,4,3,6,0
69fd6c5fa311d9d2bff9a7e8,4,4,5,-1
69fd6c5fa311d9d2bff9a7e8,5,1,2,-1
69fd6c5fa311d9d2bff9a7e8,5,2,3,0
69fd6c5fa311d9d2bff9a7e8,5,3,5,1
69fd6c5fa311d9d2bff9a7e8,5,4,4,0
69fd6c5fa311d9d2bff9a7e8,6,1,6,0
69fd6c5fa311d9d2bff9a7e8,6,2,2,1
69fd6c5fa311d9d2bff9a7e8,6,3,10,0
69fd6c5fa311d9d2bff9a7e8,6,4,1,-1
69fd6c5fa311d9d2bff9a7e8,7,1,9,0
69fd6c5fa311d9d2bff9a7e8,7,2,8,1
69fd6c5fa311d9d2bff9a7e8,7,3,3,0
69fd6c5fa311d9d2bff9a7e8,7,4,1,-1
69fd6c5fa311d9d2bff9a7e8,8,1,5,1
69fd6c5fa311d9d2bff9a7e8,8,2,1,0
69fd6c5fa311d9d2bff9a7e8,8,3,4,0
69fd6c5fa311d9d2bff9a7e8,8,4,7,-1
69fd6c5fa311d9d2bff9a7e8,9,1,8,1
69fd6c5fa311d9d2bff9a7e8,9,2,11,0
69fd6c5fa311d9d2bff9a7e8,10,1,5,1
69fd6c5fa311d9d2bff9a7e8,10,2,11,0
69fd6c5fa311d9d2bff9a7e8,11,1,4,1
69fd6c5fa311d9d2bff9a7e8,11,2,11,0
69fd6c5fa311d9d2bff9a7e8,12,1,2,1
69fd6c5fa311d9d2bff9a7e8,12,2,11,0
69fd6c5fa311d9d2bff9a7e8,13,1,10,1
69fd6c5fa311d9d2bff9a7e8,13,2,11,0
69fd6c5fa311d9d2bff9a7e8,14,1,7,1
69fd6c5fa311d9d2bff9a7e8,14,2,11,0
69fd6c5fa311d9d2bff9a7e8,15,1,1,1
69fd6c5fa311d9d2bff9a7e8,15,2,11,0
69fd94c17f4b2481af94802f,1,1,10,0
69fd94c17f4b2481af94802f,1,2,6,0
69fd94c17f4b2481af94802f,1,3,5,1
69fd94c17f4b2481af94802f,1,4,7,-1
69fd94c17f4b2481af94802f,2,1,4,1
69fd94c17f4b2481af94802f,2,2,3,-1
69fd94c17f4b2481af94802f,2,3,8,0
69fd94c17f4b2481af94802f,2,4,2,0
69fd94c17f4b2481af94802f,3,1,6,-1
69fd94c17f4b2481af94802f,3,2,9,0
69fd94c17f4b2481af94802f,3,3,1,0
69fd94c17f4b2481af94802f,3,4,4,1
69fd94c17f4b2481af94802f,4,1,1,0
69fd94c17f4b2481af94802f,4,2,5,1
69fd94c17f4b2481af94802f,4,3,2,-1
69fd94c17f4b2481af94802f,4,4,10,0
69fd94c17f4b2481af94802f,5,1,7,-1
69fd94c17f4b2481af94802f,5,2,2,0
69fd94c17f4b2481af94802f,5,3,3,0
69fd94c17f4b2481af94802f,5,4,6,1
69fd94c17f4b2481af94802f,6,1,8,0
69fd94c17f4b2481af94802f,6,2,7,-1
69fd94c17f4b2481af94802f,6,3,4,1
69fd94c17f4b2481af94802f,6,4,1,0
69fd94c17f4b2481af94802f,7,1,2,-1
69fd94c17f4b2481af94802f,7,2,8,0
69fd94c17f4b2481af94802f,7,3,10,0
69fd94c17f4b2481af94802f,7,4,9,1
69fd94c17f4b2481af94802f,8,1,5,1
69fd94c17f4b2481af94802f,8,2,9,0
69fd94c17f4b2481af94802f,8,3,7,-1
69fd94c17f4b2481af94802f,8,4,3,0
69fd94c17f4b2481af94802f,9,1,4,1
69fd94c17f4b2481af94802f,9,2,11,0
69fd94c17f4b2481af94802f,10,1,9,1
69fd94c17f4b2481af94802f,10,2,11,0
69fd94c17f4b2481af94802f,11,1,1,0
69fd94c17f4b2481af94802f,11,2,11,1
69fd94c17f4b2481af94802f,12,1,10,0
69fd94c17f4b2481af94802f,12,2,11,1
69fd94c17f4b2481af94802f,13,1,6,0
69fd94c17f4b2481af94802f,13,2,11,1
69fd94c17f4b2481af94802f,14,1,2,1
69fd94c17f4b2481af94802f,14,2,11,0
69fd94c17f4b2481af94802f,15,1,7,1
69fd94c17f4b2481af94802f,15,2,11,0
69fd95a1dd0f7286aa7a02d0,1,1,9,1
69fd95a1dd0f7286aa7a02d0,1,2,3,0
69fd95a1dd0f7286aa7a02d0,1,3,2,-1
69fd95a1dd0f7286aa7a02d0,1,4,6,0
