"gender","height","handsize","age","gaming","chat","maps","video","social","reading","total_minutes","days_ago","years_ago","discount","phone_id","brand","size_cat","price","screen_size"
"male",70.2,8.18,19,365.573464318749,212.468136876603,0,523.12452404781,115.62668405451,69.6394776409067,1286.43228693858,1013.8984645186,3,"H2","S2","samsung","l",799,5.9
"male",71.1,7.84,21,177.277544828957,329.780018555254,106.429371589739,243.88886687842,205.22103769079,220.847985657916,1283.44482520107,221.11035702331,1,"H2","S2","samsung","l",899,6.8
"female",59.1,5,19,120.249003537804,383.798304073463,172.857549143193,262.126257166853,266.702571523552,57.1547347059682,1262.88842015083,952.276747629978,3,"","A1","apple","s",749,5.5
"male",72.7,8.85,21,469.819735942533,165.253112280949,85.7397403967001,555.664039745656,62.263616304736,131.662871893225,1470.4031165638,510.428948743735,2,"A1","A2","apple","l",899,6.1
"male",70.8,7.81,18,4.15189461667421,503.496251502242,92.1547142677194,331.509977251198,397.65774649959,267.665867478326,1596.63645161575,65.8340822043829,1,"A1","S2","samsung","l",899,6.8
"female",64.9,7.03,21,375.333789033738,204.481005100454,47.1168255406211,471.762661001751,208.727934574255,84.3572211334113,1391.77943638423,226.788843303919,1,"","H2","huawei","l",799,6.3
"male",70.1,7.31,21,314.94795373985,166.825116681792,94.9975593780637,287.951126416732,212.135876319413,64.8215992536775,1141.67923178953,131.752619333565,1,"S1","S1","samsung","s",719.1,6.1
"female",65.7,6.05,20,55.6189238519186,388.293446663607,123.815167347124,176.814849459428,315.257191727046,71.4677623996603,1131.26734144878,472.961506062187,2,"A2","A1","apple","s",799,5.8
"male",72.5,8.77,18,108.973483764602,84.0589769221775,275.467074206719,253.867438193937,137.125173776724,335.721064676298,1195.21321154046,919.259881628212,3,"S1","S1","samsung","s",629.1,5.6
"female",61.9,6.38,23,301.920684699392,277.558646693929,55.1291776176608,425.272168447838,76.6050249615718,43.1483217784519,1179.63402419884,415.102713226341,2,"","S1","samsung","s",749,5.8
"female",64.2,6.72,19,397.857493777494,162.448474105767,128.76923116655,500.328688433253,96.6034925489668,88.9625157000244,1374.96989573205,840.882987775374,3,"A1","A1","apple","s",674.1,5.5
"male",78.7,9.47,20,130.978540921006,347.11323337226,89.5142687929762,275.157034291398,337.235428043435,155.894726045655,1335.89323146673,843.279637046158,3,"H1","A2","apple","l",899,5.8
"male",65.5,6.37,18,165.684546316907,378.785748833219,88.3261976583468,288.548801848409,324.593141355296,166.27635253959,1412.21478855177,956.027671468444,3,"","S1","samsung","s",699,5.6
"male",70.2,7.39,19,214.748408373886,180.652058738349,91.5395198210942,423.434171409449,171.419654259127,145.806319855606,1227.60013245751,858.321024107281,3,"","A2","apple","l",899,5.8
"female",58.4,5,21,258.313306072145,368.975286395618,110.668530340435,236.233728423418,420.009661851179,55.6430738880617,1449.84358697086,72.4401596812531,1,"","A1","apple","s",849,6
"female",64.8,7.43,20,288.721367122451,128.068030437602,99.2014163196839,394.394795010898,124.098405693474,87.4591651179718,1121.94317970208,89.0230212910101,1,"","H2","huawei","l",799,6.3
"male",72.5,8.85,21,225.44986983326,277.256063169326,150.092170914231,348.450280273051,225.609064311777,76.5233326187773,1303.38078112042,202.447134012356,1,"A1","A1","apple","s",764.1,6
"female",54.9,4.6,22,355.842451949849,207.065668635462,84.4465540651052,473.310642381053,169.757195294095,67.5540150461414,1357.97652737171,437.38042386435,2,"","H1","huawei","s",699,5.7
"female",61.7,6.03,21,408.272738476009,191.313418171515,101.472680440144,547.644178639638,113.423380070905,60.4013082955886,1422.5277040938,599.101969671436,2,"H2","A1","apple","s",799,5.8
"male",76.9,9.74,20,50.0930451995839,460.729952554137,86.4334365814629,316.365776294999,456.838821245048,105.726406419921,1476.18743829515,373.039526473731,2,"A2","A2","apple","l",809.1,6.1
"female",61,5.84,19,27.1163132009732,384.161972001808,230.940706701403,224.869079759006,110.959124786299,273.569537730675,1251.61673418016,722.346986767836,2,"","S1","samsung","s",749,5.8
"male",64.4,5.57,21,180.18005974122,370.139961301114,95.8941519314669,256.522774661967,309.335567395353,0,1212.07251503112,886.045522797387,3,"H2","S1","samsung","s",699,5.6
"female",65.8,7.02,20,36.2343113326517,381.229632066041,156.485178425163,230.386623583648,147.709522557517,239.964186982055,1192.00945494708,1006.42872872436,3,"A1","H1","huawei","s",599,5.2
"male",66.7,6.82,20,235.537481280574,183.960512369511,75.973932799541,429.606339090079,72.8019479188241,82.0997918864655,1079.98000534499,864.836404854897,3,"","A1","apple","s",749,5.5
"male",74.2,9.01,20,0,380.393991441606,362.118005560682,202.212516797458,38.1598585751092,443.43577502019,1426.32014739505,417.544153159484,2,"","H2","huawei","l",749,6
"male",72.9,8.6,19,58.7142922309652,471.570900044937,170.045575195169,368.471431969362,367.955552427271,28.0325060586088,1464.79025792631,50.9889890206978,1,"","A2","apple","l",999,6.5
"male",71.9,9.41,19,269.460176251612,168.331718268997,81.8803517663027,365.747106796098,72.2937416163245,115.69380979594,1073.40690449527,956.031902313232,3,"","S2","samsung","l",799,5.9
"female",58.5,4.3,20,232.033065456708,226.033300232742,162.928499781143,269.533623834913,121.472037692155,150.925197102816,1162.92572410048,6.68045116541907,1,"","H1","huawei","s",749,5.9
"female",65.4,6.3,18,207.096192877493,284.760089767437,164.43028542489,277.84568781901,232.019588500495,212.070225699347,1378.22207008867,695.24082158599,2,"","A1","apple","s",799,5.8
"male",70.5,8.11,20,506.854550897099,175.944659393736,149.416053407509,623.989288745439,74.8814477307821,12.1437560320033,1543.22975620657,75.2355840308592,1,"S2","H2","huawei","l",799,6.3
"male",62.1,5.35,18,234.907409028222,388.838367652713,100.531994811802,293.81690964782,286.28258649392,95.4167408047801,1399.79400843926,243.277692282107,1,"A1","A1","apple","s",764.1,6
"female",66.4,7.53,20,332.249138240536,207.975321520743,48.6654747346261,386.632003938418,200.384952504151,80.2370584459402,1256.14394938441,67.8125350102782,1,"H2","S2","samsung","l",899,6.8
"male",70.2,7.31,21,90.0034668615116,471.005265206007,167.875218038618,311.925561853665,304.195412540475,154.064338781027,1499.0692632813,666.478446235415,2,"","S1","samsung","s",749,5.8
"female",59.9,4.8,19,339.339760794246,133.075037521621,0,552.859834098118,134.594863029316,6.56177205980391,1166.4312675031,126.798733869102,1,"","H2","huawei","l",799,6.3
"male",68.5,7.31,21,209.220526452801,412.271190286494,124.994309125465,296.256900620834,337.910518611716,56.7737512399321,1437.42719633724,99.0884881080128,1,"S2","S1","samsung","s",799,6.1
"male",76.2,9.72,22,0,280.082314341612,355.851176646217,191.315915070414,0,468.880309070423,1296.12971512867,999.924525965471,3,"A1","H2","huawei","l",699,5.7
"male",71.9,7.32,20,266.32492799965,183.409258602284,106.941744412509,313.578286212594,27.9884344832017,103.669357506703,1001.91200921694,226.948934548069,1,"","H2","huawei","l",799,6.3
"male",64.9,6.75,19,356.411208587454,77.5648404955081,112.843784982751,478.753724289747,56.8365003388326,50.6795369437932,1133.08959563809,1056.98803918855,3,"H2","A1","apple","s",749,5.5
"female",64.4,7.54,19,326.106457137,207.991944076344,23.9030409628158,364.519066526362,93.6553453192993,10.0648099966866,1026.24066401851,617.030388168991,2,"","S1","samsung","s",749,5.8
"female",70.8,8.39,18,40.1579596338274,351.198517711241,240.856144453357,211.206534705763,117.87180983863,279.42803847413,1240.71900481695,686.802707825322,2,"","S1","samsung","s",749,5.8
"male",69.3,8.02,20,164.490741147222,341.50147877764,135.039626374974,224.485608589281,243.001255447898,195.604975381191,1304.12368571821,630.929549023975,2,"","A1","apple","s",799,5.8
"female",62,6.2,21,630.088199294338,221.704022234698,0,519.356844413879,219.465758697137,0,1590.61482464005,279.122195638716,1,"","A1","apple","s",849,6
"male",73.2,8.65,21,287.297465815047,519.475034421167,67.5470240672346,299.665010733113,394.59989724414,55.5890402097802,1624.17347249048,1010.57425563643,3,"","S2","samsung","l",799,5.9
"male",67.6,7.28,19,279.578696476738,199.723732495186,69.1390864472472,448.538700602107,113.662992047566,47.3333684110257,1157.97657647987,127.258755838964,1,"A2","H2","huawei","l",799,6.3
"female",63.1,6.5,18,324.394576381713,186.002321068649,54.4934768670245,403.226624029811,45.2777327524701,139.65594606112,1153.05067716079,450.500509675127,2,"","A1","apple","s",799,5.8
"female",67.3,8.03,20,586.926118479588,187.608869506937,4.58469010415193,618.992236553984,147.739230662037,0,1545.8511453067,510.622217095923,2,"","S2","samsung","l",849,6.3
"male",75.2,8.96,19,155.627523759962,238.574572993078,182.016157276399,275.797521900738,119.309256500966,127.421851356515,1098.74688378766,778.25729218265,3,"H2","A1","apple","s",749,5.5
"male",66.4,5.96,18,174.201440404041,406.788064290838,159.536851936141,306.186023395184,261.077597356669,117.769228483487,1425.55920586636,309.158466128632,1,"A2","A1","apple","s",849,6
"female",63.1,6.61,20,250.465061780593,105.552229812461,90.2959959689029,441.986525674314,44.0434700567687,32.6311312956643,964.974414588703,789.302902076859,3,"H1","S2","samsung","l",799,5.9
"male",69,8.4,19,205.811784439124,375.131630504374,107.310795352383,226.083683486418,343.608580125815,127.831319990736,1385.77779389885,401.091094428208,2,"S1","A1","apple","s",799,5.8
"male",72.2,8.54,19,183.999260633905,309.556456202664,166.773030592702,371.575266069388,232.985665314107,154.977844545143,1419.86752335791,279.77148436103,1,"","A1","apple","s",849,6
"male",74.4,9.08,22,245.034742538419,41.2298123100044,228.37047519913,231.600281966154,88.0069149637317,279.533868639451,1113.77609561689,834.780302375555,3,"S1","A2","apple","l",899,5.8
"female",70.6,7.33,21,293.47990918243,370.429447534011,130.261999344519,313.566543009235,365.157918909845,71.2864198169478,1544.18223779699,724.021583153866,2,"","A1","apple","s",799,5.8
"male",68.4,6.93,19,201.085036541418,264.118165286302,136.879744168061,298.85635773423,226.566933069317,173.763745360542,1301.26998215987,172.676897820085,1,"S2","A1","apple","s",849,6
"male",72.4,8.85,19,526.226738056646,228.860334961539,88.9134583503605,540.693622843407,92.7046105455122,71.7702333090314,1549.1689980665,75.2785557610914,1,"A1","A2","apple","l",999,6.5
"male",66.2,6.38,19,85.9973063116225,400.769441377818,72.9465386851463,350.741222673276,279.124680917555,153.341390120733,1342.92058008615,542.987592604011,2,"A2","A2","apple","l",809.1,6.1
"female",61.9,6.16,19,344.074098840824,255.111007264197,58.467196715096,479.232901510505,136.302225133049,36.5119419761736,1309.69937143984,442.431788145564,2,"","H2","huawei","l",749,6
"female",59.4,5.53,19,213.027472348699,255.092762401939,85.6039305173096,286.818910564594,210.789129607772,67.6390063238559,1118.97121176417,262.536435607355,1,"","S1","samsung","s",799,6.1
"male",65.5,6.05,21,492.984335320205,220.857301718252,118.813549131283,628.620343055961,204.110445907664,180.404281630903,1845.79025676427,458.066910466179,2,"","A2","apple","l",899,6.1
"male",71.2,7.05,19,326.748506308223,94.564859622322,84.8478012083178,499.901799726022,0,0,1006.06296686489,935.316775617655,3,"","A2","apple","l",899,5.8
"female",66.8,7.99,21,495.116452249003,123.903812260077,47.0067493204736,520.0843453892,187.410894403608,0,1373.52225362236,861.557860313449,3,"","A2","apple","l",899,5.8
"male",69.9,7.3,19,229.226562077245,140.36014198236,43.3401502816962,507.660695729681,63.4737691748959,11.0764550817509,995.13777432763,169.961669757497,1,"","S1","samsung","s",799,6.1
"female",61,5.25,21,59.5944632394543,350.34178721414,193.526926578195,221.423497659044,102.425141354348,278.843851772985,1206.15566781817,653.431601162069,2,"","S1","samsung","s",749,5.8
"female",65.2,6.72,22,446.128112826173,194.952214499501,39.3174789833767,655.216752589004,148.000677087442,0,1483.6152359855,1032.00206800923,3,"","A2","apple","l",899,5.8
"female",59.3,5.57,18,95.9656827783819,238.596746328307,215.114535589522,230.331690891574,65.7402711057613,283.883645965981,1129.63257265953,1015.48888415936,3,"S2","A1","apple","s",749,5.5
"female",57.2,4.96,21,193.053848314898,218.359665991306,26.4764033808418,379.683926008902,222.904620683864,92.4262580438031,1132.90472242362,868.259814693592,3,"H2","H1","huawei","s",599,5.2
"male",67.5,6.92,19,299.242970907013,154.315617447681,24.3280884596947,323.836288189903,132.683438734758,161.460549131394,1095.86695287044,156.078979140613,1,"","S1","samsung","s",799,6.1
"male",67.8,7.41,21,348.238408424751,253.731451688678,53.6616640789281,461.134567913401,115.504154447737,65.5114472933643,1297.78169384686,77.0027386159636,1,"","S1","samsung","s",799,6.1
"male",66,6.13,22,204.178269439378,287.52443104122,173.821104939346,394.724530365263,367.737434988786,120.011833282795,1547.99760405679,758.989740753081,3,"","S1","samsung","s",699,5.6
"female",56.2,4.73,21,110.886040955264,267.992243912773,79.6899291059175,247.684344316355,217.506475737459,134.454283025705,1058.21331705347,430.117556512356,2,"H2","A1","apple","s",799,5.8
"male",67.8,6.38,22,0,355.781943291772,263.058314856897,231.665405210377,92.6513698371882,336.732754302314,1279.88978749855,988.226727399044,3,"H1","H1","huawei","s",539.1,5.2
"female",66.1,7.41,21,99.1199517666646,174.546204657436,47.1131966303444,300.048865655661,104.578799607818,108.012146112382,833.419164430305,1088.52890837751,3,"","A1","apple","s",749,5.5
"female",67.1,8.24,24,85.4150897961692,256.787678592346,263.133236841547,193.195788178534,138.028578724772,338.22980965801,1274.79018179138,1034.66491255863,3,"S2","S2","samsung","l",719.1,5.9
"female",70.2,8.94,20,333.917845019595,297.353510013827,96.053396817573,444.205587809915,147.334752825797,0,1318.86509248671,703.038417794742,2,"S2","S2","samsung","l",764.1,6.3
"female",64.2,7.25,18,439.283398273035,190.305147065135,23.3434987042468,603.820452176,181.03955767804,180.841407265769,1618.63346116223,676.275586304255,2,"","A1","apple","s",799,5.8
"male",76.9,10.12,19,218.072837356631,217.520283158289,83.9575157761177,267.214621098679,187.063651289481,178.28601245827,1152.11492113747,316.728675698861,1,"A2","A1","apple","s",849,6
"male",70.7,8.34,19,126.310678978187,529.830307950511,106.719044028506,315.172707596789,314.55442899464,151.83472443325,1544.42189198188,852.900209519546,3,"H1","S2","samsung","l",799,5.9
"male",68.7,7.98,19,326.862972070314,102.108084404446,124.498442055011,468.022025866733,6.86822195114435,80.6626066675852,1109.02235301523,62.3644354217686,1,"H1","S2","samsung","l",899,6.8
"male",62.6,4.94,19,286.814119970741,159.915832175843,120.809220979639,434.319103853365,155.50031588256,0,1157.35859286215,250.962001444772,1,"A2","A2","apple","l",899.1,6.5
"male",77.5,11.39,19,221.139927734409,187.874745288231,220.21240662533,261.652035294933,88.4027863274477,291.585744941916,1270.86764621227,714.301954912487,2,"","S1","samsung","s",749,5.8
"female",69.5,8.33,20,500.185056644933,152.921337304749,92.7358751070756,447.135941289321,169.224753753654,122.40046782943,1484.60343192916,716.591171291657,2,"","S1","samsung","s",749,5.8
"male",71.4,9.39,19,106.65105030798,297.41086304862,171.006867347082,240.824147408559,131.95866031127,233.82656480132,1181.67815322483,1042.68363676127,3,"","A2","apple","l",899,5.8
"female",68.3,8.97,21,286.282241154393,170.821494771212,80.9547460235961,403.119442705011,85.1742697599789,0,1026.35219441419,962.548604531214,3,"S2","H2","huawei","l",699,5.7
"male",72.7,9,20,449.133955874852,233.345592482232,50.0761445042718,501.968799565736,189.841504618216,64.7322171380586,1489.09821418337,677.065009979531,2,"A1","S2","samsung","l",849,6.3
"male",72.1,7.94,21,518.774848127633,170.048805079929,33.2173882457233,572.880962058573,141.504042891723,25.1674000064243,1461.59344641001,571.855596687645,2,"H2","A1","apple","s",799,5.8
"male",72.4,8.66,18,298.778679598875,305.520617309991,90.2610883757207,426.363658294339,340.982718683241,128.911213922844,1590.81797618501,977.067868920974,3,"H2","A1","apple","s",749,5.5
"male",72.8,8.46,18,29.9922407516728,336.491663937106,229.846760701161,207.670504497723,125.21507025689,290.603479746019,1219.81971989057,673.714130473323,2,"","S2","samsung","l",849,6.3
"female",61.3,6.04,20,277.264873558856,291.410086549014,67.0702041987002,465.901466745038,234.808941980658,94.5743418552737,1431.02991488754,315.279065755662,1,"S1","S1","samsung","s",719.1,6.1
"female",63,7.92,18,185.981677758828,268.818990257372,92.8814222495449,215.405342742936,244.968626336757,104.218727978165,1112.2747873236,429.447981895413,2,"H2","S2","samsung","l",849,6.3
"female",64.5,7.08,19,81.0228503926736,225.918034329012,238.088869216333,280.004455180034,80.0001998515361,309.768578241767,1214.80298721136,964.339335696306,3,"S2","A1","apple","s",749,5.5
"female",60.7,5.93,20,304.963457511966,114.638987736409,88.3169558969428,459.573788570988,78.4517100026585,6.19838890973312,1052.1432886287,581.657660940196,2,"","S1","samsung","s",749,5.8
"male",76.6,9.66,21,105.612483040659,352.044245044337,74.7641499247462,249.394190739844,387.57970928511,130.201399474385,1299.59617750908,24.6745814834721,1,"","A2","apple","l",999,6.5
"female",58.9,4.51,21,379.653799287646,154.112114559003,53.1245077003183,600.721639024601,70.6851092882584,0,1258.29716985983,174.50067746127,1,"S2","A1","apple","s",849,6
"female",64.6,6.49,21,253.957675888605,394.431002811745,132.643477840612,364.26739224564,329.633267782195,88.3970331182416,1563.32984968704,100.752359646372,1,"","S1","samsung","s",799,6.1
"male",66.5,5.85,21,499.358257617777,154.984885503602,10.761787635598,620.198932824833,199.745180708477,0,1485.04904429029,1085.04094415111,3,"","H1","huawei","s",599,5.2
"female",64.3,7.2,19,525.819178829158,191.300468922228,96.0273815432297,691.817749776398,31.5757366989918,28.8548368997117,1565.39535266972,26.8916088505648,1,"","A1","apple","s",849,6
"female",64.7,6.96,21,128.070948114564,342.304097792467,154.584719865598,218.935386058276,120.889448538123,259.650108473998,1224.43470884303,40.2871850626543,1,"H2","S1","samsung","s",799,6.1
"female",63.8,6.16,22,440.408479875394,216.791222972302,32.714368277719,548.933340979326,210.624788156608,0,1449.47220026135,758.856588349678,3,"A1","H2","huawei","l",699,5.7
"female",52,4.45,21,176.971354538673,306.709153648588,168.477798095497,250.559936335892,139.842159315478,86.345996266221,1128.90639820035,339.23984593153,1,"A2","H1","huawei","s",749,5.9
"male",60.7,5.43,18,456.117224333804,174.391441272841,79.2512842871538,538.997488622178,183.372458594794,0,1432.12989711077,167.534952960443,1,"","H1","huawei","s",749,5.9
"female",66.8,7.73,20,538.590389763933,162.384808437098,32.7158213331117,465.337901443819,104.593679247503,7.90216272744393,1311.52476295291,393.984508267604,2,"A2","H2","huawei","l",749,6
"female",60.5,6.2,22,471.783810436427,143.471882325609,105.322665928026,677.536627502741,81.601960678907,0,1479.71694687171,440.501579960808,2,"","H2","huawei","l",749,6
"male",69.5,6.97,20,45.9378928851954,470.816131828544,155.545389643632,281.546881195619,285.701985259608,51.8657158264809,1291.41399663908,971.595790809486,3,"A1","S2","samsung","l",799,5.9
"female",67.1,7.38,24,161.271242230159,280.374508386859,73.3358660019924,259.949143790569,261.45289117494,149.986369882774,1186.37002146729,680.253229168709,2,"H1","A1","apple","s",799,5.8
"female",63.3,6.82,18,458.671020467386,126.721017168882,58.520391355197,497.992228229542,123.14397955307,27.5111257643909,1292.55976253847,921.80826616101,3,"A2","H1","huawei","s",599,5.2
"male",66.8,6.18,20,284.985331242044,323.459137430791,149.679691492588,435.829679641908,324.153721845042,0,1518.10756165237,202.301569262985,1,"","S2","samsung","l",899,6.8
"male",68.4,8.57,21,147.127994235581,319.71710384918,127.585254288088,309.387998941529,162.509948637096,146.168223739289,1212.49652369076,166.775076934602,1,"","A2","apple","l",999,6.5
"female",70.2,9.04,22,468.8299765191,209.482411738653,59.2311158359209,615.753807947417,189.543967992169,4.4850521468347,1547.32633218009,694.709980980027,2,"","A1","apple","s",799,5.8
"male",74.5,9.56,19,220.152101116777,311.325069612222,74.5957723451494,267.411468156786,280.325907336296,77.1443961585301,1230.95471472576,685.960352741182,2,"","S2","samsung","l",849,6.3
"female",71.6,8.74,19,203.512378189327,334.079616428368,81.7540551462024,398.967495531323,201.504347170195,41.5488091870605,1261.36670165248,54.8884430206381,1,"","S1","samsung","s",799,6.1
"male",74.3,8.23,18,579.180187204726,281.040932886553,75.8691443337371,558.307611755847,218.146886542263,34.1164674789616,1746.66123020209,860.062774519902,3,"S2","A2","apple","l",899,5.8
"male",63.8,6.4,18,417.852084677599,222.987560586782,76.6939352865723,559.05711036886,213.667860086925,136.659854620216,1626.91840562695,875.120466253255,3,"","S1","samsung","s",699,5.6
"female",56.8,5.63,20,173.680432627775,325.107438956118,119.591538882742,305.568134315518,219.819705860238,60.8913271897357,1204.65857783213,271.240379128139,1,"","S1","samsung","s",799,6.1
"male",69.4,7.66,21,77.6096319735837,151.898580762088,24.4351474730517,482.218454970122,97.191125066149,40.3423987194458,873.695338964441,1082.77611180395,3,"","A1","apple","s",749,5.5
"female",63.3,6.34,21,70.8024822349349,207.679285349101,274.8410164155,231.042673898624,51.3268277263527,375.514903608054,1211.20718923257,815.882607016247,3,"H2","A2","apple","l",899,5.8
"male",64.2,6.26,20,175.512953278141,412.358490387718,120.328530941189,276.075787600195,294.932640578445,116.606307637329,1395.81471042302,785.647544896696,3,"H1","A1","apple","s",749,5.5
"female",56.3,5.01,20,303.009038578959,279.697622217899,48.231699838807,509.548411639989,126.794287582589,51.1746731509942,1318.45573300924,167.075426159892,1,"","H1","huawei","s",749,5.9
"male",73.4,8.29,19,157.115420167057,175.055366030993,264.459163928552,238.956888482144,107.002150800963,352.424435654187,1295.0134250639,631.69982920913,2,"","S1","samsung","s",749,5.8
"male",74.9,8.81,21,359.767302170907,188.647014461497,30.8475112531046,465.468782568613,122.316099082808,100.633868498503,1267.68057803543,697.852032508235,2,"","A2","apple","l",899,6.1
"male",70.1,7.81,19,230.698810309365,390.853172602136,187.093012130086,372.522410307092,277.863193332261,199.725636930387,1658.75623561133,259.926084099337,1,"S1","S2","samsung","l",899,6.8
"female",64.7,7.44,19,158.547431696275,349.566083344939,110.215324337204,311.125937500865,402.335315067904,84.9207753037849,1416.71086725097,503.592319008894,2,"S2","A2","apple","l",899,6.1
"male",68.8,8.45,22,74.0290771511463,434.053621706717,114.41915279149,274.238429747974,279.708220768344,245.17019376231,1421.61869592798,97.8980506486259,1,"","A1","apple","s",849,6
"male",67.5,6.39,19,417.128448089726,207.980657170504,85.8911283956876,543.201014248015,173.457465293213,0,1427.65871319715,410.491031784564,2,"","H2","huawei","l",749,6
"male",64.5,5.76,19,288.971199987743,219.638968592023,47.1565934274342,328.779962720678,107.423150927266,0,991.969875655144,755.940930574201,3,"H1","S1","samsung","s",699,5.6
"female",63.2,7.24,18,148.331755555255,199.794902478871,235.454658874416,253.883532081059,133.99279075428,236.345070450411,1207.80271019429,200.61326249456,1,"H1","H2","huawei","l",799,6.3
"male",65.6,6.45,20,117.204435018775,297.522301916504,135.162460348465,332.028563052031,359.653397335951,167.491480377294,1409.06263804902,791.711026590783,3,"","A1","apple","s",749,5.5
"female",64.7,7.28,21,194.165213028977,287.382197660733,116.139621344462,284.158912442563,222.264567160811,97.4352884497876,1201.54580008733,809.464994953014,3,"A1","S2","samsung","l",799,5.9
"female",66.7,7.04,19,242.213169146933,380.436279334775,119.52752965726,230.817855738367,334.876931663164,58.5487933402258,1366.42055888072,1001.00249987794,3,"H2","A1","apple","s",749,5.5
"male",68.2,6.98,19,192.474445037653,288.132978285174,141.428499992892,365.440723751809,237.287915749638,86.5358106362786,1311.30037345344,365.026079746895,2,"H1","A1","apple","s",799,5.8
"female",69.8,8.42,21,0,367.874508411632,351.124082347039,210.883169057486,93.314103819394,466.831514032122,1490.02737766767,603.85285252938,2,"S2","A1","apple","s",799,5.8
"female",70.5,7.98,18,363.05205288122,208.112325738604,72.4244838542599,416.622357631568,204.488243619192,91.2281063890563,1355.9275701139,470.838086581789,2,"A1","S1","samsung","s",749,5.8
"male",73.4,9.28,22,101.898806370661,166.960748822941,35.6811616542456,286.312816200215,130.35378966506,60.859256082944,782.066578796067,895.107671900187,3,"","S2","samsung","l",799,5.9
"female",58.5,4.72,21,186.160795225584,229.825159674273,173.391911380292,235.946941409749,140.30954245173,226.279610510033,1191.91396065166,687.442740396596,2,"","A1","apple","s",799,5.8
"female",58,5.65,20,159.11415377077,332.238009007609,149.282166926576,331.958788653194,322.156250262696,216.533421644076,1511.28279026492,678.525607128628,2,"","A1","apple","s",799,5.8
"female",64.3,6.93,19,486.500699624415,121.778227331674,43.0528827353395,630.320782891034,130.868369168187,16.4765571681167,1428.99751891877,602.321389876306,2,"","A2","apple","l",899,6.1
"male",69.7,6.94,21,535.501180472894,157.633299026042,0,459.020970292009,153.777441193476,0,1305.93289098442,88.5035583716817,1,"","S1","samsung","s",799,6.1
"female",66.6,8.3,21,47.8524005829375,342.173558974286,245.854792236029,250.326863683127,121.715051182302,278.881069821655,1286.80373648034,510.988008906133,2,"","S2","samsung","l",849,6.3
"male",64.2,6.06,19,392.930826420928,298.811741752803,30.836875996444,467.550357431673,176.252395433637,116.068730295815,1482.4509273313,311.282792145852,1,"","H1","huawei","s",749,5.9
"female",62.9,6.3,19,0,407.798975862582,248.663008788766,219.854335155223,61.471463881958,335.143804077095,1272.93158776563,64.7036162693985,1,"A1","A1","apple","s",764.1,6
"male",70.4,8.08,19,225.73543353651,379.542569474654,136.361256583119,232.771089850214,338.181923882501,126.131295791634,1438.72356911863,909.219350559637,3,"H1","A1","apple","s",749,5.5
"male",63.5,5.68,20,343.984774758226,218.508691530933,50.6684847247932,379.050296515154,44.8794574392097,157.920976021741,1195.01268099006,620.072691099718,2,"A1","A1","apple","s",719.1,5.8
"female",64.7,6.82,18,0,401.670388206366,261.368776694275,203.431775546412,111.578931533833,314.160296503874,1292.21016848476,608.660332934,2,"A2","A1","apple","s",799,5.8
"female",71.4,8.33,20,128.227076802895,436.27207318847,83.8880649401751,305.991302670397,350.43922744995,47.5276564803386,1352.34540153223,756.979177338071,3,"","A1","apple","s",749,5.5
"female",58.1,5.54,19,161.226553807703,248.597788012098,24.1184688485666,394.828136721925,136.275409260452,97.3943544149909,1062.44071106573,201.423424186651,1,"","H1","huawei","s",749,5.9
"male",73.7,8.24,18,251.245918582003,173.265570355802,0,376.678013442785,87.643704270522,63.8355017402402,952.668708391353,43.0575259281322,1,"","A1","apple","s",849,6
"female",68.1,7.9,22,339.866187424942,169.475577282052,96.0363851069336,499.409608483425,54.508833039826,0,1159.29659133718,598.689653342124,2,"","H1","huawei","s",699,5.7
"female",68.1,7.74,21,159.455197554751,198.446580468804,45.5475772502215,382.197146503794,0,85.9790851854049,871.625586962976,302.612046110444,1,"A2","S1","samsung","s",799,6.1
"male",74.1,8.7,19,303.507127460562,212.795004438466,43.2388020690388,337.581716636218,144.160454871135,131.86431367829,1173.14741915371,331.672965508886,1,"A1","H1","huawei","s",749,5.9
"male",69.3,7.8,19,351.336087029893,229.734116835547,52.4346723127217,545.172732132056,79.8666248772144,67.819079993114,1326.36331318055,985.390414647292,3,"","S1","samsung","s",699,5.6
"male",69.9,7.85,20,149.25160580396,352.814254832226,147.939561065933,226.630046797114,316.289566165595,161.839420134443,1354.76445479927,871.623282300308,3,"","A1","apple","s",749,5.5
"male",65.8,6.32,18,230.505444701607,266.08335974236,104.117789565971,277.596371403628,169.198570313242,150.220391537057,1197.72192726387,853.821359184571,3,"","H2","huawei","l",699,5.7
"female",66,7.55,18,300.863214125727,441.677079949351,78.5954617895768,268.153378611775,410.78056533365,90.1083756802067,1590.17807549029,74.1753284684382,1,"S1","A1","apple","s",849,6
"female",68.9,7.22,22,12.1182465672735,379.284024847715,264.857422754944,256.432446622598,135.674817354156,313.401920524506,1361.76887867119,803.421953002457,3,"S2","S1","samsung","s",699,5.6
"female",64.7,6.48,19,439.180953245913,90.3713869634657,62.1407352822735,565.42320214062,66.4020667470208,0,1223.51834437929,1040.30302521959,3,"H1","H1","huawei","s",539.1,5.2
"male",73.2,8.66,20,414.393353239944,120.21034141475,49.4132883877602,504.600930440178,96.8479537081618,47.2146843085736,1232.68055149937,900.69214453036,3,"H2","A2","apple","l",899,5.8
